uuid,urban_percentage,urban_built_up_area_m2,polygon_total_area_m2
93e48341dbaa4be29a38b856d94206c5,0.0,0.0,153147286.7303741
939149831ea34c3e94712cc42c17c46a,0.0,0.0,9880933.816208474
931831f75479454cb3938811e64ce882,0.0,0.0,11800292.32853213
91bc68dde43646289c9e75b7d59e1711,0.0,0.0,127383622.69500428
8b849511de80423f98918f55af323e7e,0.0,0.0,105184.9111590413
89d525b8bca9417d97389e8a498794c9,0.0,0.0,18173930.270967204
8995bd586b894e21b6a780941c98af5b,0.0,0.0,5666358.543320297
87f649c88cd244279f87eb302009ebef,0.0,0.0,5014663.930885867
7948a34fe7874f10b254776c2d312784,0.0,0.0,1137985838.2439485
77ce167a60fe424ea0fc2e11ad22f2f9,0.0,0.0,13646776.05680311
7722bd8dda81452b89d64424e743a624,0.0,0.0,469110.2466081635
76fa97d408be44fb935ce382319073c8,0.0,0.0,47112869.4137019
76702be6940e421da3eae8542c86eb84,0.0,0.0,10396006.620687826
872d57f7865944a597d154bd17f02439,0.0,0.0,903026551.2322749
86b08dbc30594a4d9a78bd69d513648f,0.0,0.0,31122841.866360564
835f6b870ae44a4f928273784e657f38,0.0,0.0,363395126.21153647
82a8858c369b41f5b96e94a362d9bf0c,0.0,0.0,26339635.727812763
80808535b54c4a6c9fb41ffd2ce7644d,0.0,0.0,9623886.356657222
7f5f5fef238d44869f87be019977d22e,0.0,0.0,176323.50041324383
7e675fb2f59347478537dc65f9635e76,0.0,0.0,55776369.47212857
7d9696751e9d4af7baaf6fa0b80c0b8a,0.0,0.0,6829549.294939218
7d7892e7fb27416f9085ee80cb58b0b7,0.0,0.0,28522139.179445762
7c0e77bd5cbc4855ae46ad820037a9fa,0.0,0.0,295584.32739181386
7c044cf7b62f4ca182bc8b8fef678fba,0.0,0.0,36779.4469276504
d5feff2c53e24e4eb84794482d772285,0.0,0.0,52123526.65222929
d36e04e6adec4729872e2f9a533d26cf,0.0,0.0,184561275.23675463
d35c83ecd3794f86896c91b01998e90b,0.0,0.0,27310636.30979529
d11caa7f88df4b3bacb513ffa2ca863b,0.0,0.0,20985418.077290963
cf2c9ea97c854a4f88def7dae777be31,0.0,0.0,797434173.4257796
cf04a9c163e5431089d85ee073ca96a9,0.0,0.0,20480130.45402538
cbf6a4bedd354f0bb2d9413036ec05b7,0.0,0.0,40946.92546244568
cbb58d426b64424a8e0545bb1799c467,0.0,0.0,154216253.13804924
cb060b9e01cb4d4588d1c44a036ad758,0.0,0.0,22023311.9013303
bc45a2fb0d9f4f82a58e879bfd498b35,0.0,0.0,5023101.257691637
bb22510dbb174b5c9de850e556edd237,0.0,0.0,48732970.88281513
b676cd1774d14d6289a1a5a95da0422d,0.0,0.0,20396706.134756222
c998e96ef8a84608a0c418be7e4942cc,0.0,0.0,274625.8796201745
c5adc6b33878456c945b251a6908e1e3,0.0,0.0,3160684011.573628
c3e648c993554c65b747dcdfc3d37201,0.0,0.0,10806643.886990836
c3295bc3438c4abaa735ddb87738d6b4,0.0,0.0,3877102.5496998895
c2c71e430ee949c19f7c2b78f27456f4,0.0,0.0,880692.8432765348
c1eb7597039d4035a7763e3b582bb2e4,0.0,0.0,54589.566405255835
c0c38546a4d848809d882bccf7d1c81e,0.0,0.0,13903184.535995632
bf29ef79eefb4748872d600493fe71cb,0.0,0.0,96885.62598583984
bf09ab1f24e74b1ebaca9f094d7bff83,0.0,0.0,11884699.196502626
b53bc2fde2264fca86d3e17cb5ee4bc9,0.0,0.0,29969770.058345146
b5604b11a671452ba73215ce07764b12,0.0,0.0,6656861.25804427
b115756dfea9455f882b9ddee79e763c,0.0,0.0,66437842.69022361
ae47ebc9ec9f469b97266ecef226e09b,0.0,0.0,11310857.46973065
ad38900f35254ce9b6f3cfd9a2946a48,0.0,0.0,398709405.45552844
acf5f7efc741445fbac50d10f3a9ff34,0.0,0.0,43934213.48806447
aa0e7f97d60a41faaefa4ab560636526,0.0,0.0,14725272.151379894
aa2431ac5d8a49ccb1c48d3e5ad93a9b,0.0,0.0,191628018.47203502
98be14ee42254c2cb39d0388b5e22333,0.0,0.0,38188.17140934877
986ebdf10cd84da183dccfff860bc63e,0.0,0.0,99849385.24792361
9822aa477e304443ba7f233c5dcbe82e,0.0,0.0,1156804122.0507886
97b61a4fa8554bd49cde19c4b931e19c,0.0,0.0,20632962.1938809
960da5abd9ed4b08aa791a7b6fe651f8,0.0,0.0,2239298.0009215325
a4aec5229597492ebb55c667480871a4,0.0,0.0,68002787.91473156
a46ed5bd7aef4c6eb3895b16eb614949,0.0,0.0,1118803.985027196
a4173edb051048dbaacc38ada188fae3,0.0,0.0,71639.03755710568
a2d061731ead426589390dde4f35ba4c,0.0,0.0,309490.72922258807
9f982a121f494a9e94306cf3bf17065c,0.0,0.0,526282371.5334153
9fcf32105dcc47ff992b1ca65f4ea8d5,0.0,0.0,18310364.055179097
9c4d44d36b1042419619338b8c1aa5a9,0.0,0.0,10932353.895339986
f6a81ecdb6224bbfbdbc3aaaef4b3627,0.0,0.0,2045458.2462901857
f563da9ac06d4019852d75b3c7711af7,0.0,0.0,14452203.98316189
f4a43721a0d44494b8d576e84271bd46,0.0,0.0,1763657.84767014
f3f9d8d6220e4ba4bce7a45d2d52f49a,0.0,0.0,708305.5623038218
f4401289d60046d1a8fae0698386185e,0.0,0.0,31068630.841172412
d8374adff24e415e8dba1a66e55df7e4,0.0,0.0,13301377.967398014
d7a0f3046c15458cb4b4dd0bf798627d,0.0,0.0,2937805.6662657103
f0a75c9dda4a47d08bbe21f793fbd98c,0.0,0.0,3463184466.717739
eee18cbe6bfe4958880a25df36e691b9,0.0,0.0,9613857.401983242
ee21aa9a91f24974b3497b2ab0868ff0,0.0,0.0,4882728.637274435
edd79051bd03492789f997d266f1cdd4,0.0,0.0,17722883.494686287
ed9dc7ff02cb4ed4aaa4fde675536a6b,0.0,0.0,3488331.9338077437
ed5d57a475604e2db9784d787bf7ea04,0.0,0.0,341544915.1620199
de0c745b4d984854b19bfc27eb4284f6,0.0,0.0,24830407.960290674
dd7bafff32f44219bcb70053ba28580a,0.0,0.0,9449602.49113113
dd4720fc09eb47b3b1fc500c8d65a72f,0.0,0.0,133735018.7212639
d867a63996034609bbb4130c7c2102af,0.0,0.0,3184512.5263264454
d873447c74314db5af1e7a3331736736,0.0,0.0,7313317.675512195
e7bf616250f04aa3b76e7f7cfb0b7517,0.0,0.0,958261.1245674375
e79c1c35366648fbb28bf435a3a33585,0.0,0.0,195780190.346869
e5e2c0a36a5b4230b0ff9e015769642a,0.0,0.0,442119.7970614123
e3a188e1ce4e475da63f538f59cdd9cc,0.0,0.0,27872212.10651508
e34c1fe5eecd4b56bd8342bc520f3566,0.0,0.0,2394804.675592495
e2dc20def1494c87ac1e798302e5e536,0.0,0.0,1529352.2086660976
e22089fe68e9467094dea2ce0c70c87a,0.0,0.0,29378351.378916644
df765c1786c54eec9c7c59da19b277ee,0.0,0.0,1279900.0198184384
ff97143c9bb14f62aec85837c1eb74ce,0.0,0.0,952798.1678626557
fd2d744e0b1041ecb0cf520cded34633,0.0,0.0,4143927.7605801644
fca212f705144c5e8efcfbe70ed49bf3,0.0,0.0,5101457.349205132
f931e584887d4457910c5451f5e57a59,0.0,0.0,2179217427.5794883
f8bfaccdb227411cbec7be691baba33f,0.0,0.0,3913702.401880767
f7d94c75d2414b3e93b5711da7cfefb0,0.0,0.0,23237295.289289296
414cf7052f484418944ec3896f62e542,0.0,0.0,3870183.969155028
228de15a5e3e4cf1acdbf36ab52e5444,0.0,0.0,30505233.668605965
21f936b1d44244a995f085f667ac24de,0.0,0.0,42265117.73296116
3ca9e9cba8584a7083007a9605e2e22a,0.0,0.0,7373937.243260585
39a7073e73af4747a56d907cd9f1768e,0.0,0.0,22140878.56288651
38a2546dd29b4cb08bbd1fb86f6e6520,0.0,0.0,87064460.21116339
2a7f263f612747fa8679b809a63a82ca,0.0,0.0,12702251.893691294
296abe280da946ba8c1731c108c1ffc1,0.0,0.0,7462163.322304138
2844ab4fe9f74e0290c929e8400a4cf7,0.0,0.0,35494715.37018403
2454d30d99dd4918868be3952d610c49,0.0,0.0,1509539.082559504
23fae607a62340399f7389aace65a630,0.0,0.0,342099.3406410283
35cb1a94fcc0461d89a365038cdc7e65,0.0,0.0,1971750.2934289207
352f931c7172401385da5874d11254e2,0.0,0.0,18022146.75118414
34a985d0324649adaabe0c03d39b9aa9,0.0,0.0,5828586.07628399
3089e1b1d29c4095acff77dc9d26e572,0.0,0.0,252478568.66571033
2f22ec51b5c54bb89ab98fa796ae51be,0.0,0.0,47918061.79499425
2cb9a116e21848e797f278f07e870bbd,0.0,0.0,1283940.1347717547
2cc0b47139e541edb16323fb3c487daa,0.0,0.0,68313021.3009262
2bdb9b4a786e464ab68f16c7bcda9bc0,0.0,0.0,2571167.8038427136
2baefa1011ef433784a10490f1c8d61f,0.0,0.0,351952.1446377004
2166d020ae90484082bde7d2088f616e,0.0,0.0,3579034.2521734894
20df836cd9df4f798f4fb7c0b94cb73a,0.0,0.0,10210403.637175815
1fc7bacf7bf5406f8fd39668d9ca82d0,0.0,0.0,20104452.549388047
1ed5053610374dd8a6061db80386af94,0.0,0.0,37113508.54973731
1e48a07703d84c5fa4d4ca3b3a0f3fe5,0.0,0.0,1048767.4800586256
18ea297eb4af4f3c8490694b5d61c09e,0.0,0.0,11340398.994761286
183af680cd7248e196fe281940bc1f8e,0.0,0.0,21748666.866467908
060bb177cec04cd4a4d260f2ce98a366,0.0,0.0,3073602.1831140583
05d37f24fcdd480688c7795ee7302fc0,0.0,0.0,41486551.92071223
03018ba8fffe47b1a2b7828981d1b77e,0.0,0.0,1384388.8144782921
02b0a7c31f1743d48f72f33384974a62,0.0,0.0,11529084.456019944
02198386e8f64571980f87c2869253fb,0.0,0.0,10667931.613895303
02329bd1f8254f6bbb6621a65a6662af,0.0,0.0,156294355.85553384
018b37a39cd34222b1f80cd6eb4a6188,0.0,0.0,18153278.9041094
1362c1413461471cbddeb7b6cef41ccc,0.0,0.0,2415111893.139979
1252e69b74744d42bf2020056ba82f1f,0.0,0.0,816699978.961624
120719abc6df4987ab489fa06c7d397a,0.0,0.0,265276003.2795553
1004813a98534d168dc3eea705138e32,0.0,0.0,32214657.25238738
0e900d75f9d14f15a01468e952c08f72,0.0,0.0,312631.5450579926
0c65d9b40b884112a2e45939c7f6203f,0.0,0.0,12295744.663914397
0acac1075fc042c8b7b6a3951a16631f,0.0,0.0,15170115.239349172
0728a0c983b74698b7309eecfd703836,0.0,0.0,10836455.758707637
6360ddfbd47f4cad90bdfcf9c1fb3dc9,0.0,0.0,10526741.229354782
62d54090b55f49cf806fd27f4621bba3,0.0,0.0,24588077.411546424
61d26eb4f5484939a409dd5962dcc5da,0.0,0.0,23340044.520468652
5e8d9b542ffa472785adb5b4fb5c7eba,0.0,0.0,13947050.1663663
5968550e00594d458942c01e752e9b89,0.0,0.0,10027861.130192075
57954f2faab746a2bace5471846fdbee,0.0,0.0,80366237.28058639
488b530db9664181a7d3645b6ae366bf,0.0,0.0,17902320.396804884
482c526c88e04098a3d0763db9eac466,0.0,0.0,17663996.111931317
53f5b75514104063b9b7bc9ae925e0c2,0.0,0.0,4502992.403978664
53ea21da5b99484ab7569166d53f74a0,0.0,0.0,1203855.9629630388
4f1c9e19a2b048e882e799ead6fe5318,0.0,0.0,4922126.77619242
4e8f760a6558477d9a82b7921b7d6797,0.0,0.0,4569113.683310035
4e25c88f25b24ec48a525a7f225331d1,0.0,0.0,3914475.9029276073
4e2b98a6364440709115f63a299e14f2,0.0,0.0,30516369.960193142
4b99599ae3214b55bf69644ebbdeaa4c,0.0,0.0,2626795466.1123433
4b6395cb7ad54df681fb758678447be5,0.0,0.0,23371395.791092794
4b1ed1f1dcf344419225a0bff19547e9,0.0,0.0,164102.41787140485
4afc356d84454ca395bf26abeeec0fae,0.0,0.0,80744.48065374215
702bdbb338e24d4db969bfd070f0a725,0.0,0.0,115886.94092124331
6f0e85d18bd54913ae735d252fb1bb5a,0.0,0.0,74909267.6061939
6eabcb39e8d14ec9b9d8a66d0bc3ccd0,0.0,0.0,4816746689.594856
6d978ad3f8e04fe4b5e1e0e30a560041,0.0,0.0,96225668.39217493
6d1e35756fae4cf0a3a166803b63ad2e,0.0,0.0,1173573181.0818622
6d1f56b5c75f4a4aa174b5d040f46b9c,0.0,0.0,1607222.855743131
6aefb2062f324dd58a09455440eab52d,0.0,0.0,550729.3312592681
6a0d2950118344f5ae77187095beea18,0.0,0.0,306874.28249992884
6a4bb75fbbb642bcab542a093007a5bc,0.0,0.0,8311782.534815971
67b4daed9ebe446688177f84851ccd8f,0.0,0.0,43361809.52651252
676e123481b647ec8cedd3cd53228b47,0.0,0.0,109387672.16188657
661ad61cefe74deba2f0d20dfb3dcb9a,0.0,0.0,122593507.27203205
657b4c8cc5a643518960bb265bd94b4d,0.0,0.0,317389.45648311626
6521e66f48714d4194619a2671e0f57d,0.0,0.0,619643040.5185688
09ef6cdb947242deb7e3a3173343e2cf,0.0,0.0,175434467.14835128
71829671b723474ab456e8efc58dc4f0,0.0,0.0,72136564.11808789
d98d4eabf3b140868b1684c4d7905299,0.0,0.0,195780190.346869
c2d2fb65c11445f0b8f12ef5f38f379a,0.0,0.0,48665227.4784106
97ffd627d4114f17b51a9014e7d92044,0.0,0.0,54193274.52584794
ae9f227247ed4218920169a663403457,0.0,0.0,258016799.81841934
14dd0ad65d9343648db3d0329982d484,0.0,0.0,1368586.6928451643
4a1f47966f444decaa0fac320fd0fe9f,0.0,0.0,48132446.73634501
dc7470e2b27c46af9c70b8dbb5aec087,0.0,0.0,3119974.8969340962
a2a6214e9222440691eea1cb579ad370,0.0,0.0,72136564.11808789
d3b9b24a2a234d99a37af1a0c57e5c07,0.0,0.0,195780190.346869
45b923b5701943fbbc83f4cb33602e6a,0.0,0.0,48665227.4784106
dfbaf9d845c74685b9e189bfaa0a7fd7,0.0,0.0,782477389.1840541
e4f13e517d73486b81e3c2be941517d8,0.0,0.0,6774082.199070146
b3d086c2b802473b86f7b6b8a66b83d4,0.0,0.0,10220635.68841105
c2c1e793bcd34168b3d252f94a5de073,0.0,0.0,48132446.73634501
c1b9c5141b784ccf989e8eb3956e2ac3,0.0,0.0,10390847.06964209
88b74b4ee7be4dbf91bd3900cbe8f7ec,0.0,0.0,258016799.81841934
10a9639f34004089a1e1cf1bd9dd922d,0.0,0.0,1368586.6928451643
251a9360c0274eb984af735d81a431bc,0.0,0.0,20846037.67400401
3866cb118c894242b748c6c4404b6a51,0.0,0.0,9828951.580006665
38da98a5d19543329e19008219cb272b,0.0,0.0,179224548.47534633
3e41e55e22274126838c57dae27bc23f,0.0,0.0,38233368.359792754
6ad2647b25f645b9915b1ae3a5eb6bcf,0.0,0.0,24083770.107426394
35041f175f0649af9c5c5bbb93039809,0.0,0.0,30505233.668605965
2328c10f443143fabcb271242d898679,0.0,0.0,4401379170.986738
1efdd663265d42ef8e117a94340e182e,0.0,0.0,1432977.7549998662
946649265d9d48a8b9f353655e595d6a,0.0,0.0,154577619.21445072
9264a0c6ec0241a39ad1e12dcdab3292,0.0,0.0,22642996.09643496
87a92454c81f4891b1e81f9f78a494ab,0.0,0.0,18557586.303343512
8a4f3d2a1d6445b390999f53c763ed69,0.0,0.0,28200767.945281267
8c83e49568a7418c8755c28d7d1b296a,0.0,0.0,763634299.1699115
74f42dab85804404ae20bf612ddbf499,0.0,0.0,8042871.553487599
73aaab812661453f8eac71f8a6658e72,0.0,0.0,26203494.16569653
7c3126e7e80a4c628f82b227daf1570a,0.0,0.0,850976335.4403656
7d2b557531d14f8ca971da14e4aae347,0.0,0.0,12223129.564803986
7b5c8f911e644e3ea779ec7db0822fac,0.0,0.0,14432356.506975416
7f35dbd34ca74c28b40d1ed5ef17700e,0.0,0.0,4192895230.2790966
7fea85dff062409ab99eae07fbf5cbfe,0.0,0.0,39021748.95868373
8341b561af4f4bfa986aaf12352fc268,0.0,0.0,339040741.51974237
c58403bd3d1247efbb125a03a42de25b,0.0,0.0,16070242.952276936
c84a37f11be94355af4209284ba1c5c1,0.0,0.0,48882569.933175914
cbf25945f6704bd1919967f3884f2746,0.0,0.0,842643643.4575882
cd56e483a8db46d68597f72d449dcd8f,0.0,0.0,195780190.346869
cea37735526542e193359fd1a9b94631,0.0,0.0,13418623.905641846
cf7fdb09c8a7415f953798bcca6088fc,0.0,0.0,34644770.287598826
b5f94d3167724fafa49847bee2667b50,0.0,0.0,19718481.602512587
b9fa5350e6e1465b9725367990d69c0d,0.0,0.0,7309437.054639665
b0650626ab8c46efa5a5159e18e0dec9,0.0,0.0,40310865.85437706
ae4aa8dc5c6d443abd9d471bbb8b9f57,0.0,0.0,1554504278.6317782
ad95e7e2997543bbb5c246070c7cac8e,0.0,0.0,57323869.705037415
95a222cae91a47dc84fd2e02b79d568e,0.0,0.0,7482148.664920143
94f90d02cdf4484ca734f30da38730b5,0.0,0.0,15290163.028744418
9470df04e177406ea1478b7252b206c1,0.0,0.0,5496258.435591143
9636a4672a8d4c57bbb2b2438aadd785,0.0,0.0,565896434.1312202
a91357a75d4441c2ac5944ade93a1789,0.0,0.0,3481682127.214136
a89b3367cca14fce827f5b596f7af2a0,0.0,0.0,18253932.248050105
a263bcc3631d425ea3ba2cdde23ce567,0.0,0.0,43707740.52010188
a249b4235a3a46b7ba0aa47797645e74,0.0,0.0,14856814.073779516
e48e81d1462349a8960a92076d1c9ed2,0.0,0.0,269937119.02611536
e543ab9102584225a04ff22ac32a114c,0.0,0.0,295361419.4432813
e88a0f01f53b4beebd8a061ff0592972,0.0,0.0,4350435.3275300395
eaf97eb644324adb944aa2b18916b184,0.0,0.0,29363334.543919444
d89abc90a05742e9a5cfe2974c15f06b,0.0,0.0,16903676.903086603
db58c94e6507465b9813834098b8eff4,0.0,0.0,19975787.149589453
daf1201b5e814ac3a68cade22024f661,0.0,0.0,666979375.4200249
f33647cebc83483fb844d1cbe81b4b1d,0.0,0.0,552600439.0297574
f688f57473b04472baef6d70a1de58e4,0.0,0.0,21836237.23621741
f6fef46fcb4e4d689079fd4770b9a787,0.0,0.0,66497619.85892734
f594068a3f364d62ba1fcfa5d656ad66,0.0,0.0,58695163.972825065
fe52001eebce42a898ca478d4a411c52,0.0,0.0,34095305.94929177
f76205905f004f389dce1aefc60d2f2a,0.0,0.0,73598495.93277879
faf9916bfbf040709fecdc2082f91c7b,0.0,0.0,12421169.574538428
1787b3a9fc0441d98769c6b01aabe3e6,0.0,0.0,28802024.94416324
1684711605a2464ba23b5fd760f9cb37,0.0,0.0,19088738.71324176
0003ce5ad0d949a1aab90472f41b2459,0.0,0.0,2922744.213961999
05d122270d7a4bcabdd7778298c309fb,0.0,0.0,88840704.32097748
05d99b96d6a248a88f4b4d970db2bbb6,0.0,0.0,9444571.59592448
06129212374b4dd49689235db1410d73,0.0,0.0,4160990.542485697
03e62d50902e4b4ca0dbc95524ab7e88,0.0,0.0,11954199.412305871
10e0b360778b4f76b620d07f9da27910,0.0,0.0,10143679.405382996
4319f7f085f14c61b44e3c14aa2ccb9e,0.0,0.0,418000457.0894727
46007f1965564359915374fc878a9bcd,0.0,0.0,9779266.923993072
56db5468fcb6415bba3124fa7c2905c9,0.0,0.0,25636596.50100382
496b565fccca48faa645fe6cf9bcff1d,0.0,0.0,14919174.507309858
4b2c999666134a53a592cf66c355060c,0.0,0.0,12160515.826269215
4dec463ebf284fecb9e14191498d61c3,0.0,0.0,8503352.551674189
4fcc207d65444f6c850d6580271e8861,0.0,0.0,70226327.46967356
51c830ad41674128a37a3764e37484ef,0.0,0.0,1619812772.0552387
40cf561945284593a8005b8d93596ff0,0.0,0.0,76562366.97764178
3fa8dab1b62f49c4a83f68a56b089141,0.0,0.0,11950964.72660893
2500b7c6a0b741168c122d12ae3b1c86,0.0,0.0,11522466.381984584
265278e11ac74032bbbd37b252c8a70e,0.0,0.0,19701272.83010563
27cfb25728054068b571f4341f73f622,0.0,0.0,141473729.31427225
34b8bcd8f28c4a0d9fa809bef6230761,0.0,0.0,25014417.855323296
2bec7736bd1845ea8d8576569195b298,0.0,0.0,731067480.7137886
2e9deb3192e548cb8683640c662289ab,0.0,0.0,324977412.73982924
bb60ca6c6e684098a04a69780dc05d02,0.0,0.0,26039202.327741142
b74f742c560440a2b334a21ea714bf7b,0.0,0.0,138250395.93454608
7e588914663043c8a31bdef12ed0b661,0.0,0.0,37494981.112726636
93ed1d2e1b8c4b8c8b4816660335b785,0.0,0.0,44758135.52757035
f3cec015e80445269c43daa1caea5169,0.0,0.0,27868479.404344633
db494e24e1e745a8a70e09a075696227,0.0,0.0,8753604.131745966
e1a1fda97c924adda010d80ee949ba77,0.0,0.0,5338413.027706965
b0b03e53ecb24b819d96274bf836af73,0.0,0.0,79785957.05655824
f8c854837cff48e69f85adfdf673750c,0.0,0.0,47521316.28239891
21dc67c8d4b44d0ba7b70477b91428be,0.0,0.0,28694209.731415182
0ad54497925e443dad6a45c1ac115f1f,0.0,0.0,195780190.346869
207d34441cde4cb0b27ed69f4b53ea74,0.0,0.0,72136564.11808789
6bfac62c3b854a17baa6b12316d5f089,0.0,0.0,76455000.59824365
27237bab963240b6a978ffb3fb2ed738,0.0,0.0,30562.707871319155
690f5fb0ee3945129f248bc62abe4116,0.0,0.0,83864616.46955968
d59df6c315af48f8bd76124b3e76c8a5,0.0,0.0,404760.7890016205
e724e97a2cf44010a8da7a78bd128ef5,0.0,0.0,12232818.18602348
d22e830de47c43aaad3092454b40dbd3,0.0,0.0,66969187.18815103
0ca2027375904e8d85bc9dcd01aa2bce,0.0,0.0,190825.21691104877
73a7a363c9094ebe82cc82da9bc5b96d,0.0,0.0,1989768.0780695395
13d5072acc86428997859d2e7af255b5,0.0,0.0,66969187.18815103
1b2ca6cb9a2b4ef6a372532335ad31a8,0.0,0.0,190825.21691104877
00c82df4505b4d70a856d30543f0688d,0.0,0.0,25831554.358431887
656f36ce587d45f0a2f787fdba288608,0.0,0.0,1378119.8669472556
e5da496fbfb546039376e9d43c6ca1c4,0.0,0.0,67165123.23189458
87ea6483f5ad426398cf90879218de6e,0.0,0.0,418000457.0894727
c0ee8a6f8fc1499fb7f49da3d4b44e7f,0.0,0.0,3481682127.214136
283123d874cc46e99393367607253380,0.0,0.0,11950964.72660893
1422c1c0986549d7a3c7d10a09208098,0.0,0.0,17902320.396804884
43553235080041299c3e48978885c635,0.0,0.0,29849549.625321515
6532dc29aaa645239f52ad164489e0aa,0.0,0.0,1760002208.1502464
bd7267cb286448798c31cfab0f6a0f95,0.0,0.0,11800292.32853213
d2205ca5dd1c42f2b6ca67ab9bf1e9e8,0.0,0.0,105652324.06632857
ea9ced87c90940ebb884fc61f418e149,0.0,0.0,3538764997.124954
aa49e578a28a4d7e879d570342a25a55,0.0,0.0,2552300123.147237
95d50784d3e646019fa9de3376172095,0.0,0.0,816699978.961624
a7bca434c9844e099b85546e6504ece2,0.0,0.0,149181633.5352738
569344b11f9944a1b96dc24dfaa98b08,0.0,0.0,13622831.080655957
2ac9ec61c8d0498089fa5996ab595e6b,0.0,0.0,29849549.625321515
8e564b1644f04484a8f38bda3c4933cb,0.0,0.0,17902320.396804884
7f0a795e906e4037a3becfcb36bba557,0.0,0.0,816699978.961624
f88f75a4e49f4a519a43ea1eedc162a6,0.0,0.0,11800292.32853213
8c9a3dc419614cab9cf13efa51a4b2e8,0.0,0.0,509423.5931055951
74705511f3644fd59ccf33ce52cd82a8,0.0,0.0,51941.27691119816
783c56065f5240c6810eda1caa4cca6c,0.0,0.0,656926.3842459142
9b95bdf1c0634097a334b61ab272de3b,0.0,0.0,16242430.994980175
960d8576b5564103aa7f3c91f561a575,0.0,0.0,861374.8590528199
aa1829221e5f4ca49ebb52d17ef7ac72,0.0,0.0,1377404.4214762552
3277d34dc380423bafcf8b2b82f45891,0.0,0.0,33501528.22941163
4da49798018a4e88a0fee17b933c1f5d,0.0,0.0,1406800.688387678
58d015243e21434fba0ac748828ea8aa,0.0,0.0,17263821.14937624
5d15e84e4edd4a9389e85a6883d292f6,0.0,0.0,1529142.250139817
5b71cbab15d74c108fb68d786bb6a2a7,0.0,0.0,294930.92252242647
080448acdc9d4c549733bdf3bbe6866f,0.0,0.0,695819.4458263731
1616737983c24ad1a60791eb31411e32,0.0,0.0,647050.9564314361
166667f1777b4b488c2d5f198c1ad40d,0.0,0.0,9260062.609311247
56db0c30236140d3b8d1e2761d04c541,0.0,0.0,161885.5798117233
466908195ce641389bea5695b8ef33ea,0.0,0.0,12638059.229855364
47e1559aa1594239bf8cba9c72c52986,0.0,0.0,896070824.7551619
2b97af23abdd413b8eea42a7cf87820a,0.0,0.0,13531358.221122278
2f6eaa3058b04d19b422d4ba587e5c3b,0.0,0.0,176735.60181766417
256993f01d9f49c5ba5a0b0651b9154d,0.0,0.0,12702251.893691294
232316bcd73c4563bb864e90aff416e1,0.0,0.0,476339.5088871964
4016001a03c8451d993c8e9cb4000e10,0.0,0.0,2289586.0850101956
